title,key,tempo,danceability,loudness,acousticness,duration_ms,year,uri,playlist,id,energy,liveness,time_signature,valence,instrumentallness,mode,speechiness
Wake up Everybody (feat. Teddy Pendergrass),F#,97.011,0.497,-12.163,0.155,451400,1976,spotify:track:763jJ8T1utfvNqz1WRDzx4,Billboard Hot 100 1976,94HNNCWPI1Y2AGATCZBM7RGTC,0.545,0.186,4,0.644,0,major,0.0776
Summer,G,104.723,0.612,-6.81,0.252,399040,1976,spotify:track:3Wn3X4y2PWEukElzdUjzw1,Billboard Hot 100 1976,GE966AMT8Y5DDU9FH7DK9WDZI,0.589,0.0658,4,0.702,0.000458,major,0.0352
Let Her In,E,72.312,0.367,-10.037,0.391,184627,1976,spotify:track:24EwxGKXNuw49xDIkYFY82,Billboard Hot 100 1976,JOCW7P55M86PK44GAHC3YJ3FW,0.532,0.0696,4,0.414,0.801,major,0.0383
Fox On The Run,E,128.064,0.523,-8.669,0.0308,205733,1976,spotify:track:66gG8RzSA2sVQwME8e43wX,Billboard Hot 100 1976,E4R0W6TSB9GKU50JRR15GFVB1,0.762,0.0675,4,0.881,0,major,0.0346
Rhiannon,A,129.012,0.723,-14.745,0.111,252773,1976,spotify:track:05oETzWbd4SI33qK2gbJfR,Billboard Hot 100 1976,B48OIS0JJVZ1V49DYQ35APU8L,0.49,0.0923,4,0.795,0.0946,minor,0.0296
Got To Get You Into My Life - Remastered 2009,C,136.679,0.521,-6.136,0.42,149240,1976,spotify:track:3tGhRLgcCP6SIZU3tbGl7l,Billboard Hot 100 1976,W0PTAMHPJ10EXSSTHI266TAXT,0.524,0.0838,4,0.711,9.27E-06,major,0.0302
Fanny (Be Tender With My Love),E,95.218,0.438,-9.913,0.215,243560,1976,spotify:track:7KUHpRlZQR91SLflhsQCg9,Billboard Hot 100 1976,KWQFWM4JSGDJHOT6DV1PT2RV9,0.526,0.122,4,0.543,0.0154,major,0.0273
Getaway,F,112.595,0.724,-9.412,0.124,227080,1976,spotify:track:67J6NR2Tdl0h2epWHcCBBN,Billboard Hot 100 1976,5BLDQT8S0TBK0RQXYTLBPRR3O,0.879,0.359,4,0.826,0.0155,minor,0.0369
She's Gone,E,77.487,0.523,-14.034,0.313,313373,1976,spotify:track:5dFoWIiJ2814hRwMYDcFiU,Billboard Hot 100 1976,QOGX5GWS9KJ6OQN2UFL1T946L,0.341,0.621,4,0.355,0.000114,major,0.0388
Still the One,E,143.928,0.565,-10.793,0.0487,234040,1976,spotify:track:2dtK02TSAuTvVYU2wGAVG0,Billboard Hot 100 1976,PGSGUDRWIC556Z214J90RAR7F,0.615,0.16,4,0.591,1.93E-06,major,0.0384
You're My Best Friend - Remastered 2011,C,118.738,0.518,-7.025,0.158,170800,1976,spotify:track:4OKf7CcYuw5H2HptkcKxcP,Billboard Hot 100 1976,9E7GAO31TJK6S3DZI9G2IB27A,0.761,0.0715,4,0.576,0.00765,major,0.0452
With Your Love - Remastered,D,121.297,0.536,-11.092,0.622,216240,1976,spotify:track:62NJcC5piTuieIFiDZxiz1,Billboard Hot 100 1976,EQ483O0KE79CHD54VAGD5EG1K,0.527,0.0937,4,0.48,0.000334,major,0.0327
Slow Ride,D,113.618,0.493,-13.916,0.0202,232533,1976,spotify:track:4MYb7NWLwXNDB7bYs3HeX8,Billboard Hot 100 1976,LJH6C9387W3FB3UKQ45E6UQTN,0.586,0.102,4,0.656,0.00106,major,0.046
Who'd She Coo?,B,112.338,0.682,-11.359,0.0363,271227,1976,spotify:track:3mEuHKihITO7c8hbwMA8Et,Billboard Hot 100 1976,OH4MXLSN7PNZVNYG1ELG07FHQ,0.646,0.0542,4,0.868,0.0642,minor,0.0617
The Boys Are Back In Town,G#,80.823,0.445,-9.803,0.234,266720,1976,spotify:track:43DeSV93pJPT4lCZaWZ6b1,Billboard Hot 100 1976,YVZ4BM2HU5KYXFZ5YD5UNO5WC,0.706,0.205,4,0.768,0.000252,major,0.0461
Walk Away From Love,B flat,102.265,0.62,-7.606,0.248,328920,1976,spotify:track:5cAGsX0EzCqKuQr7nui6T7,Billboard Hot 100 1976,EWA6ZNNDXXI8RK3CE2LYWOMLU,0.804,0.213,4,0.776,1.07E-05,major,0.0937
"Baby, I Love Your Way - Live",G,72.269,0.518,-5.739,0.448,281067,1976,spotify:track:1ksayCHVLH4eKFm43GFokU,Billboard Hot 100 1976,LTT1DPM6SUSR586ZX72SP8T03,0.786,0.7,4,0.463,2.50E-05,major,0.0357
Young Hearts Run Free,G,115.388,0.653,-9.304,0.13,248360,1976,spotify:track:3MFa9idQuY4iJLWsZl3tIQ,Billboard Hot 100 1976,3AATREDTOKHKTBTJGX8HQHW4S,0.652,0.202,4,0.846,1.58E-05,minor,0.0427
Breaking Up Is Hard To Do - Slow,C,63.346,0.408,-12.746,0.838,197267,1976,spotify:track:4Waq4F9A8L2R8KrQD87r0b,Billboard Hot 100 1976,4NWV583RDICSZ7TRNQ1K6EQ8T,0.271,0.172,4,0.251,0,major,0.0371
Money Honey,C,121.89,0.637,-7.851,0.024,195800,1976,spotify:track:5fPgZkaDR5VfkObCsQfbLv,Billboard Hot 100 1976,BD9WU6FYM7M2IAM31MQL9HWOT,0.783,0.19,4,0.739,0.000367,major,0.0396
Give Up The Funk (Tear The Roof Off The Sucker),A,105.693,0.717,-9.503,0.0659,348067,1976,spotify:track:4XRkQloZFcRrCONN7ZQ49Y,Billboard Hot 100 1976,FMPK80C1YVIJ16WT0ALCE2KF9,0.665,0.326,4,0.774,0,major,0.0523
Junk Food Junkie,E,205.187,0.44,-8.424,0.627,196347,1976,spotify:track:00HnYt4dGTSZJIxywDcs7P,Billboard Hot 100 1976,F6UMMY48RYDINZQPD2W02I999,0.655,0.607,4,0.899,0,major,0.432
Tryin' to Get the Feeling Again,E flat,139.548,0.268,-8.308,0.663,229720,1976,spotify:track:3IBQzAK4iqnqjklEWg5eJ6,Billboard Hot 100 1976,0EORA4AWT8Q8YFVJG7QWE4EEX,0.598,0.195,4,0.319,9.62E-06,major,0.0502
Rock And Roll All Nite,C#,144.774,0.654,-5.906,0.0468,168840,1976,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,Billboard Hot 100 1976,RWZTU4ATA20KGP2LZG9YZT1FZ,0.929,0.0539,4,0.902,0,major,0.0998
Take The Money And Run,C,99.3,0.565,-12.923,0.0552,170173,1976,spotify:track:1ZhrREyOOeFV6TxDOyiPwu,Billboard Hot 100 1976,QOY9DEZM9Q2XIZJYE3Y0X55F6,0.645,0.151,4,0.836,2.84E-06,major,0.0484
Squeeze Box,G,133.231,0.627,-5.443,0.504,161440,1976,spotify:track:4lzNP52B3CfeVr2drfPh6X,Billboard Hot 100 1976,VQGQKK8DTVFIBJUZN6KTWXU7C,0.882,0.0882,4,0.768,0.000103,major,0.031
Country Boy (You Got Your Feet In L.A.),B flat,114.21,0.644,-8.621,0.379,187376,1976,spotify:track:1QoPtpJPMP0Zx8oxd0eDip,Billboard Hot 100 1976,YZ1MBNOJ2P2WN7SE7MNX8ABIE,0.736,0.0605,4,0.884,0,major,0.0255
Disco Duck - Pt. 1 Vocal,E,117.04,0.81,-15.137,0.132,198420,1976,spotify:track:5gQ3nMRR1eph1wZJpoQweg,Billboard Hot 100 1976,LCO9CZI12YKZLYAYASI65VG7L,0.448,0.063,4,0.968,0.000926,major,0.0693
Baby Face,G#,83.001,0.735,-9.846,0.0158,221133,1976,spotify:track:5xD8I483SoR06XvcSFfAtD,Billboard Hot 100 1976,87E2XYT2CMNK1REYA5XAIG1U2,0.408,0.143,4,0.634,0,major,0.076
Joy To The World,D,126.867,0.649,-12.515,0.464,220573,1971,spotify:track:2ymeOsYijJz09LfKw3yM2x,Billboard Hot 100 1971,6TTKCE8GQDO8FM3JVN7UWFSQI,0.679,0.339,4,0.971,0.00121,major,0.0316
Maggie May,D,129.449,0.605,-10.536,0.559,350267,1971,spotify:track:6rovOdp3HgK1DeAMYDzoA7,Billboard Hot 100 1971,91NHVAP6IXZH6CH96I8BAB4FU,0.574,0.0684,4,0.543,0.113,major,0.0377
It's Too Late,A,208.282,0.45,-12.718,0.493,233173,1971,spotify:track:12q3V8ShACq2PSWINMc2rC,Billboard Hot 100 1971,EOBQHFITGW2URTFZ7Z91UYZ2R,0.442,0.134,4,0.812,0.00564,minor,0.0353
One Bad Apple,C,101.041,0.6,-7.163,0.382,164973,1971,spotify:track:50UoJUrslRVqG0cg6uboyn,Billboard Hot 100 1971,6UGAE6BCIWV6N9IHOQMWGMS3G,0.567,0.213,4,0.92,0,major,0.0398
How Can You Mend A Broken Heart,E,68.82,0.335,-13.832,0.548,237827,1971,spotify:track:1jy0RbDHyBMTupSdc98XbG,Billboard Hot 100 1971,YRLCHLQSALZR6A4D7DX33FDMO,0.262,0.0971,4,0.203,0,major,0.0393
Indian Reservation (The Lament of the Cherokee Reservation Indian),D,131.714,0.639,-13.253,0.284,171933,1971,spotify:track:3mDOHVY9MWZOTODSNF5GBj,Billboard Hot 100 1971,4FYE6L1LS1K1XARORKK1GEL4O,0.385,0.0873,4,0.209,0.00193,major,0.0759
Go Away Little Girl,G,101.814,0.302,-5.391,0.72,150600,1971,spotify:track:6SvOdNsEfi7EDB0oFtH3YG,Billboard Hot 100 1971,44A36CY7OJRK2LFSYUSQACUEF,0.521,0.123,4,0.364,4.74E-06,major,0.0354
"Take Me Home, Country Roads",A,82.204,0.38,-12.564,0.546,197813,1971,spotify:track:1QbOvACeYanja5pbnJbAmk,Billboard Hot 100 1971,MKQLN5JL93457VKU9O12Q61CY,0.43,0.188,4,0.547,1.71E-05,major,0.0288
Just My Imagination (Running Away With Me),C,92.472,0.425,-15.424,0.88,228160,1971,spotify:track:39Bd345OWEhRNyfayhp9gv,Billboard Hot 100 1971,SNB3BYPQEX69LAIMPSRVSH5PP,0.242,0.195,4,0.477,0.0118,major,0.0267
Knock Three Times,C#,123.127,0.774,-10.08,0.158,176704,1971,spotify:track:5eieTS268veCXyZoLoy7eP,Billboard Hot 100 1971,CVY7RQG6EGQ6W5AS1SZ1Y22GK,0.58,0.0458,4,0.923,0,major,0.0512
Me and Bobby McGee,D,93.405,0.43,-10.96,0.303,271333,1971,spotify:track:1IqFh00G2kvvMm8pRMpehA,Billboard Hot 100 1971,I27GW6JIHVGSNML9YSLN7YHQ8,0.463,0.152,4,0.66,5.84E-05,major,0.0442
Tired of Being Alone,G,97.964,0.772,-8.585,0.339,172320,1971,spotify:track:10vkYRKw6Jjr7try1ir50G,Billboard Hot 100 1971,ZOU7YEN0J2XASC23YWLIB5JVQ,0.397,0.0753,4,0.617,0.00541,major,0.0391
Want Ads,C#,189.684,0.651,-6.912,0.33,166386,1971,spotify:track:3YpN9pvaTXKSXurj3HBq8M,Billboard Hot 100 1971,XZYKMJWTCPO34V01GEF7EFUFM,0.812,0.0833,4,0.927,0.000131,major,0.239
Smiling Faces Sometimes,B,105.155,0.551,-11.778,0.252,198547,1971,spotify:track:5Vdg4tP25ffeGEC5GGmCwm,Billboard Hot 100 1971,1CO51JH6QPMFNM7T5L3QIU5MN,0.461,0.0541,4,0.739,2.39E-06,major,0.0255
Treat Her Like A Lady,B,131.4,0.775,-8.539,0.191,160360,1971,spotify:track:75t6tcHkZDFKLKJwjXFMtq,Billboard Hot 100 1971,2O49PBM91ZZSOYZLYICS841LJ,0.476,0.132,4,0.928,0,minor,0.0355
Brown Sugar - 2009 Remaster,C,128.606,0.633,-3.594,0.219,228667,1971,spotify:track:61UuPxxYUvacEH6SHIK3sU,Billboard Hot 100 1971,OBDANDM9S49O2MGV7B0S192W1,0.934,0.0592,4,0.963,0.00021,major,0.0344
You've Got a Friend - 2019 Remaster,A,91.787,0.689,-18.634,0.795,268867,1971,spotify:track:6zV8IpLvw0tkRSVCFQJB1y,Billboard Hot 100 1971,SBWH15SRITVGPQSQCJUH7XZ5A,0.2,0.0893,4,0.478,0.0327,major,0.0309
Mr. Big Stuff,G#,93.236,0.886,-12.589,0.29,164560,1971,spotify:track:2Bls0igCm79XQQ95IoUbhq,Billboard Hot 100 1971,SFC552SU6FXGTV7Y039RKFZDN,0.491,0.229,4,0.971,2.46E-06,major,0.171
Do You Know What I Mean,C,109.232,0.788,-9.745,0.158,193801,1971,spotify:track:0X2ckklp0uln3TRUH7JTpN,Billboard Hot 100 1971,8DHGSMUS2AW0B8KOIOPM8KQYQ,0.861,0.0199,4,0.95,1.35E-05,major,0.0623
The Night They Drove Old Dixie Down,C#,129.242,0.564,-12.752,0.558,206067,1971,spotify:track:0uHYplBhwLYey7f9qAmnSM,Billboard Hot 100 1971,042GHHEDMO5LG28LBHWRT3ET7,0.357,0.233,4,0.477,0,major,0.0326
What's Going On,C#,201.96,0.283,-9.632,0.447,233000,1971,spotify:track:3Um9toULmYFGCpvaIPFw7l,Billboard Hot 100 1971,0767C7ABP1IG025Y1CI92ZRXQ,0.716,0.399,4,0.828,0,minor,0.0986
Uncle Albert / Admiral Halsey - Medley / 2012 Remaster,G,91.786,0.371,-9.805,0.58,295147,1971,spotify:track:5SwgE4wA0P7f6AEz2UQMB2,Billboard Hot 100 1971,X0SHU8729OR5T5CGM4XZM0L4K,0.507,0.175,4,0.535,0.0201,major,0.0325
Ain't No Sunshine,E,78.169,0.527,-11.451,0.457,125093,1971,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,Billboard Hot 100 1971,64MUZSNXVW4CLCU56G2E4CTMP,0.415,0.117,4,0.515,1.72E-05,minor,0.122
Signs,D,153.672,0.446,-10.302,0.243,241693,1971,spotify:track:5KWXi2eCYsC6ofIILjvG4V,Billboard Hot 100 1971,YCZ5LEQLLVO2ADZT39HG5X3BU,0.731,0.0935,4,0.723,0,major,0.0519
She's A Lady,D,119.702,0.51,-9.101,0.212,174147,1971,spotify:track:5JnHzjo25FY1fMQMQVOawB,Billboard Hot 100 1971,VMON571WC9VK56C4251KKH6FM,0.876,0.248,4,0.624,0,major,0.161
I've Found Someone of My Own,D,91.331,0.507,-11.411,0.291,226514,1971,spotify:track:4f01Vg5ijzmTu9CI9jPTAR,Billboard Hot 100 1971,FJ1UC3PJLXL4SWEZ4DRVN5LA1,0.547,0.164,4,0.614,0.000225,major,0.0312
Superstar,A,122.079,0.385,-5.442,0.0557,255832,1971,spotify:track:1D1p0w1Hcpjoi8rf75tnpe,Billboard Hot 100 1971,XL3V8KEJKLNLJ3LP3ERX5U23U,0.659,0.407,4,0.53,0,major,0.0405
Amos Moses,D,105.541,0.738,-10.356,0.4,139227,1971,spotify:track:7zVZF0OgDJkFJohnlKwEpa,Billboard Hot 100 1971,OHQAXGTTJLTVWHMIFUO29BI4S,0.723,0.0166,4,0.95,0.00134,major,0.0728
Temptation Eyes,E flat,134.892,0.555,-5.479,0.0104,159173,1971,spotify:track:2oWuaJStqkos5vsvrOJH74,Billboard Hot 100 1971,UFCBD5BEPRI1D397HR2HBSBTT,0.869,0.108,4,0.84,0.000156,major,0.0278
Superstar,G#,83.175,0.306,-11.177,0.728,231507,1971,spotify:track:1Gv6f7m5ZNDcInxGA8PsLS,Billboard Hot 100 1971,Q2WUWLJT7B3T23U4MATF86FMP,0.253,0.138,4,0.171,4.89E-05,major,0.0294
My Sweet Lord - Remastered 2014,C#,120.919,0.537,-8.913,0.0972,281227,1971,spotify:track:0qdQUeKVyevrbKhAo0ibxS,Billboard Hot 100 1971,3SQ5HP71AIPMAYA7E8CZ1A290,0.701,0.0832,4,0.583,0,minor,0.0335
Sweet And Innocent,C,125.524,0.762,-5.08,0.498,182187,1971,spotify:track:12jhJVDLQlyINMabPJ3IWB,Billboard Hot 100 1971,5ALEABXZI953PK074DCXTOQEM,0.786,0.141,4,0.969,0.000201,major,0.044
Put Your Hand in the Hand,A,136.384,0.833,-14.951,0.0489,176707,1971,spotify:track:7fwa5I8SycGBpw2jOZ0L7m,Billboard Hot 100 1971,SD9AKR8A62IZW20L2E5JI44G9,0.475,0.0759,4,0.978,0.000104,major,0.0403
Chick-a-Boom (Don't Ya Jes' Love It),C,124.557,0.781,-6.766,0.0343,171533,1971,spotify:track:7JjuJmhlgOXYcsTP2MXZpC,Billboard Hot 100 1971,IDCADRLJQ2BCE20I2SW0Y5A55,0.732,0.173,4,0.962,0,major,0.0505
"For All We Know - From ""Lovers And Other Strangers"" Soundtrack",G,135.6,0.307,-13.437,0.879,158933,1971,spotify:track:5llfFWv1tH61nENrsjg3KZ,Billboard Hot 100 1971,FXM7QJRBJ3J4DQTM1R5W6CSXH,0.237,0.0871,4,0.194,1.65E-05,major,0.0304
If You Could Read My Mind,A,122.565,0.612,-12.821,0.745,228840,1971,spotify:track:57ct8jKi6trntXiRV0NnXi,Billboard Hot 100 1971,871DEYZIJ2J245DMIIUTK3ZMN,0.24,0.115,4,0.223,7.86E-05,major,0.033
Help Me Make It Through The Night,G#,78.035,0.559,-12.01,0.605,155533,1971,spotify:track:2XWmbwp9FBAaFcSE9BLQzc,Billboard Hot 100 1971,5G6M0X6Y7ZFZ1BWJUWK6SV2UN,0.35,0.102,4,0.413,0.000443,major,0.0245
Rainy Days And Mondays,B flat,74.72,0.351,-11.513,0.852,218893,1971,spotify:track:5cbZDpFu1hTwaU7hDQpf13,Billboard Hot 100 1971,GI8H6N55F2DKMZWZZX1J3SHOQ,0.235,0.0688,4,0.218,0,major,0.0323
"Gypsys, Tramps & Thieves",C,170.879,0.476,-11.175,0.211,158000,1971,spotify:track:6fsSZbNL7XP9gf1kJ2l155,Billboard Hot 100 1971,O1WFCNWCEQQNZ155XZ7FP4X4U,0.677,0.0601,4,0.691,0,major,0.0365
Never Can Say Goodbye,D,166.139,0.527,-7.19,0.337,179773,1971,spotify:track:5RHf8SmHRWbF3oywpXaQ2i,Billboard Hot 100 1971,M7GCLG1JKHA8GSH9HA6814I24,0.821,0.394,4,0.835,1.68E-06,major,0.047
Rose Garden,C,131.064,0.589,-11.665,0.168,175867,1971,spotify:track:5YwgJ6lpZ3SiAQwBEpjqey,Billboard Hot 100 1971,WXIQ4EHO4GQK6XZ4C3KTFQ8WY,0.501,0.0741,4,0.969,0,major,0.031
Don't Pull Your Love Out,G,100.29,0.618,-4.007,0.618,163040,1971,spotify:track:7tJsTykoo4Jk5JguHTx9W7,Billboard Hot 100 1971,U72NAODCQCT4U07SQCXSB5496,0.833,0.299,4,0.896,0,major,0.0338
It Don't Come Easy,G,123.191,0.609,-11.717,0.0396,184333,1971,spotify:track:4RFqi5JQduiSlRZCVlUDGH,Billboard Hot 100 1971,P1DW4UI7OOOTDGIVS51401UIU,0.624,0.277,4,0.691,0.000168,major,0.0292
Mr. Bojangles - Remastered 2001,B,154.26,0.444,-6.884,0.699,215400,1971,spotify:track:3cq6mwsjgygbwRIi9wVPGv,Billboard Hot 100 1971,JQ7A029LP6YGHNM5F7NT68OOE,0.757,0.329,3,0.554,0,minor,0.0541
I Love You for All Seasons,G,77.917,0.477,-10.818,0.567,184635,1971,spotify:track:03DQO1cC5RzTWRxJLzJCgy,Billboard Hot 100 1971,BCWFMDLAVAU0RJGXEM0SEOJ8Z,0.464,0.487,4,0.689,0,minor,0.0272
Whatcha See Is Whatcha Get,F#,152.939,0.641,-8.425,0.249,214973,1971,spotify:track:5lYpHO6ZO4Shys3GD8rav6,Billboard Hot 100 1971,88HWO9907MMTOBIQT827Z3VFH,0.74,0.281,4,0.914,0,major,0.118
That's The Way I've Always Heard It Should Be,C,70.387,0.4,-19.012,0.938,258133,1971,spotify:track:4jkn5PRfAJoKfXF0OPL7n7,Billboard Hot 100 1971,8YO1LHF8DDZ7ATJC9FAMF87K7,0.0897,0.0847,4,0.24,0.000521,major,0.0288
If You Really Love Me,A,123.804,0.565,-10.969,0.302,180533,1971,spotify:track:6Axz5VSkc4Bs8eXWQxnynE,Billboard Hot 100 1971,AWVLCPBHDSY3SWTXM9ADU6ZFB,0.404,0.125,4,0.675,0,minor,0.0448
Spanish Harlem,D,115.419,0.66,-12.577,0.235,213560,1971,spotify:track:0sQ594D1EuU66VDdtHBE6j,Billboard Hot 100 1971,MY5X302OZNR8Z3DMB17HI5OO1,0.619,0.0828,4,0.913,0.00793,major,0.0466
I Don't Know How To Love Him,E flat,79.593,0.27,-11.306,0.701,198867,1971,spotify:track:0IGtmdyJSaminFfOyF8dfG,Billboard Hot 100 1971,WMXE1CNUEKQJO3SAJLC17RYKK,0.312,0.116,3,0.345,0.00257,major,0.0279
Yo-Yo,D,138.057,0.617,-5.8,0.636,195787,1971,spotify:track:1FWHRqOV17plc9w1SSVPo4,Billboard Hot 100 1971,E3EOAX6LCPOSE6SNCD77C7W8M,0.785,0.174,4,0.92,0,major,0.0565
Bridge over Troubled Water,B flat,77.836,0.501,-12.529,0.758,333933,1971,spotify:track:5YD86vWLu1YqR818b1GADO,Billboard Hot 100 1971,HVQKKSNHQEZ4ZYBGYA1ZXSF6W,0.302,0.0888,4,0.386,0.000267,major,0.033
Doesn't Somebody Want To Be Wanted,B flat,113.045,0.742,-13.822,0.634,167733,1971,spotify:track:5CXfTjIX7bAlFxSlMBaJVU,Billboard Hot 100 1971,GNKAZ6ZF498BU8N10DNZ5D7VV,0.387,0.0424,4,0.878,0,major,0.0349
Draggin' the Line,C#,114.548,0.669,-9.165,0.0521,164867,1971,spotify:track:4WYFQLVqla6tpYtKsSqcgu,Billboard Hot 100 1971,HYI6MHAJ42MIC1ZXEZGKJZBP6,0.583,0.177,4,0.647,1.52E-05,minor,0.0689
Proud Mary,D,96.429,0.599,-10.729,0.686,297613,1971,spotify:track:4ppxp8rJB8eOhM9TFm6dK2,Billboard Hot 100 1971,MWI0H3EVBTD6KXR6MBM83T6OY,0.46,0.15,4,0.715,3.65E-05,major,0.152
Beginnings - 2002 Remaster,B,111.215,0.52,-6.437,0.137,474133,1971,spotify:track:5cn5xzaVKSheUb4DvTwMBT,Billboard Hot 100 1971,55VI2D61UWOX8C8N2OKYJ6RYW,0.932,0.654,4,0.492,0.0188,minor,0.0875
Stay Awhile - Remastered,B,84.353,0.601,-17.667,0.787,203013,1971,spotify:track:7vNUGMKj2DSPqqGWYKE7fW,Billboard Hot 100 1971,23RU82NDRCB6WOB8GNFRTXEBW,0.249,0.0803,4,0.476,0.0428,major,0.0349
Sweet City Woman,G,88.133,0.696,-7.283,0.255,207427,1971,spotify:track:52SCT6ImFklqEhH21lgErO,Billboard Hot 100 1971,J0J0KKDG1DABVTPKWS873AWSP,0.736,0.117,4,0.917,0,major,0.048
Me and You and a Dog Named Boo,F#,120.782,0.628,-10.286,0.178,177933,1971,spotify:track:6a0AGYos2HgtQNgMeDqEfC,Billboard Hot 100 1971,E90IH2L42GRWGD6VAZBQJLTJN,0.603,0.0686,4,0.951,1.73E-05,major,0.0312
Another Day - 2012 Remaster,G,122.239,0.701,-13.534,0.293,222533,1971,spotify:track:6qYmf2NjhDfsF7x5U5DUOf,Billboard Hot 100 1971,TK8X779QGQ5MT1PQ7SMG53JUG,0.335,0.0872,3,0.824,0.00845,major,0.034
If,A,97.628,0.388,-16.952,0.912,155773,1971,spotify:track:40W8Mm9t3ZO1iNQlls35lL,Billboard Hot 100 1971,CJ4Z4UXP1OZA39A8VA2A7MGBQ,0.176,0.0977,4,0.342,0.000336,major,0.0299
Mercy Mercy Me (The Ecology),F#,93.161,0.498,-12.16,0.328,193573,1971,spotify:track:3IDc87lrpEHWFBASmgTgFV,Billboard Hot 100 1971,6SNTDRL6TZ7LFB45EZZBXMXS2,0.634,0.0962,4,0.515,0.748,minor,0.0475
One Toke Over the Line,C,77.496,0.581,-8.158,0.156,199293,1971,spotify:track:5NU6nNizcd38J1xJi1tGXE,Billboard Hot 100 1971,BDSBHLFXLZGW5CWJCJKHG3EDB,0.806,0.215,4,0.87,4.53E-06,major,0.0335
She's Not Just Another Woman,A,78.643,0.435,-4.341,0.0463,197933,1971,spotify:track:3HcoZTZRf6VLlqXhxCuOQu,Billboard Hot 100 1971,6NLEAFBVYV1RTFAOS5V37SFL0,0.901,0.268,4,0.7,0,major,0.1
Bring The Boys Home,B,104.093,0.814,-12.477,0.0292,284627,1971,spotify:track:5R84QoGVQuD4dP8Xyh0rtQ,Billboard Hot 100 1971,MG5WAK6BH83NIG66Q9BWZS7YD,0.452,0.0989,4,0.738,2.99E-05,minor,0.0305
I Just Want To Celebrate,A,175.448,0.435,-7.7,0.105,217560,1971,spotify:track:4iW98ZK1gNzcXmQ5TgTD9X,Billboard Hot 100 1971,LCA8VN3DSUWB2MWDD0AS7NDQZ,0.929,0.015,4,0.65,1.58E-06,major,0.235
Never Ending Song of Love,C,92.273,0.669,-14.096,0.261,200467,1971,spotify:track:3zCzffrOzTrqXggqCouSlT,Billboard Hot 100 1971,HAQ9EBASXWMQOABELGVI81HU7,0.533,0.156,4,0.847,0,major,0.0273
Easy Loving [In the Style of Freddie Hart] {Karaoke Lead Vocal Version},G#,100.33,0.671,-14.626,0.196,149052,1971,spotify:track:612BgvTafxMzGXARqQLkIc,Billboard Hot 100 1971,ZM4RYN01S2NQ3GCIP5T4Q1O39,0.369,0.136,4,0.58,0,major,0.0372
Liar,D,107.616,0.52,-15.374,0.4,235800,1971,spotify:track:4NLKJfFJl19CnJaEGMGjhl,Billboard Hot 100 1971,971AXM23DQZLTQYL23XOE54PU,0.394,0.0917,4,0.674,0.0499,minor,0.0278
Honey Combs,C,95.008,0.7,-9.989,0.441,125270,1971,spotify:track:1XxSDPlkeBtPcOWTaoJRnv,Billboard Hot 100 1971,RMCTC9H8VBPVHGASW2DF7S7HS,0.539,0.147,4,0.671,0,minor,0.283
Chirpy Chirpy Cheep Cheep,C,134.181,0.665,-9.895,0.242,164011,1971,spotify:track:7m6QgZFpK9HDRfxNStLVGF,Billboard Hot 100 1971,7S5PXSCP6L25PKKZBZJANDSJ8,0.649,0.697,4,0.976,0.000459,major,0.0368
(Where Do I Begin) Love Story,F#,84.2,0.324,-10.845,0.63,190133,1971,spotify:track:01WAKCnVJRRtAjVWvKUR2q,Billboard Hot 100 1971,HLZV4NT59WXGYATQI2JWR55L8,0.453,0.377,4,0.305,0.000708,major,0.0314
Wild World,C,152.853,0.48,-8.51,0.345,200560,1971,spotify:track:7mjSHL2Eb0kAwiKbvNNyD9,Billboard Hot 100 1971,YQMYARFJ6DG4GVNOM6WK2HXGC,0.542,0.113,4,0.567,0.000609,major,0.0348
"When You're Hot, You're Hot",E,101.045,0.788,-10.783,0.354,139560,1971,spotify:track:6sykijVtS1m8vxLnkKXrJ5,Billboard Hot 100 1971,B21L38I0GNDJO769OPJXLNWSV,0.832,0.1,4,0.91,0,major,0.0981
"Funky Nassau, Pt. 1",F#,121.271,0.695,-7.659,0.226,186302,1971,spotify:track:6OymZ7ZOficHvs1GTJXsGg,Billboard Hot 100 1971,RLV5D8KIAEYTPD5YTTLXWOMFD,0.854,0.337,4,0.958,0.000408,minor,0.0351
If Not For You,B,118.614,0.612,-11.813,0.567,171240,1971,spotify:track:4etMS5g2koWCsmhBwafcUT,Billboard Hot 100 1971,RPXT01U7M35P61CXAVG6XSL2O,0.509,0.0975,4,0.903,5.20E-05,major,0.0305
Groove Me,B,102.977,0.908,-9.382,0.26,183267,1971,spotify:track:1sG3M0yjIYweejCR9Amyh6,Billboard Hot 100 1971,K6Y0SM1P7IXPN584FGM8LAAIU,0.421,0.0805,4,0.861,0.00065,major,0.0648
Watching Scotty Grow,D,90.259,0.506,-11.96,0.474,157507,1971,spotify:track:6UWyHvsLmA1sRv1wwJORM2,Billboard Hot 100 1971,SIUIXRB4STX1RGTOWIA3SCIEA,0.401,0.358,4,0.567,0.00191,major,0.033
Woodstock,G,119.859,0.595,-15.214,0.787,269333,1971,spotify:track:7IwFA0HPOBCoQT5qzP0jDN,Billboard Hot 100 1971,VWVHCV5JH8HEO5C76Y05T74IY,0.34,0.104,4,0.79,0.179,minor,0.0332
