title,key,tempo,danceability,loudness,acousticness,duration_ms,year,uri,playlist,id,energy,liveness,time_signature,valence,instrumentallness,mode,speechiness
How You Gonna See Me Now - 2002 Remaster,F,136.439,0.539,-11.039,0.25,232467,1979,spotify:track:1NpkWVD9BYJKJ9viIIqMAi,Billboard Hot 100 1979,MPT2QYAG5ZC3DCRQRXEOFFHRR,0.418,0.147,4,0.212,1.02E-06,major,0.0391
Double Vision - 2008 Remaster,A,129.587,0.634,-5.117,0.165,224613,1979,spotify:track:4ewmSyDLQ8Bl3Y6nRQsL7Q,Billboard Hot 100 1979,9Z52RBL0XI6A2MBGHUT2MQGPO,0.833,0.162,4,0.799,4.63E-05,minor,0.0323
Everytime I Think of You - Radio,G,128.021,0.641,-8.308,0.00881,204375,1979,spotify:track:1jGiy93b3tO4HSYDIJ0zNP,Billboard Hot 100 1979,QPLBF0Z8OK6R2OEPEQTJY0XQH,0.699,0.833,4,0.393,0.0855,major,0.03
"I Got My Mind Made Up (You Can Get It Girl) - 7"" Version",B flat,110.311,0.656,-8.745,0.000155,201053,1979,spotify:track:1ZfFuWHjk2QD6pkkncpjHy,Billboard Hot 100 1979,IJ40VEJYU5D1WMB7GDXC24HHJ,0.888,0.202,4,0.638,0.00948,major,0.0434
Don't Stop 'Til You Get Enough - Single Version,B,119.237,0.882,-4.235,0.0675,364560,1979,spotify:track:2ThA2HEEfcn47HPh210woX,Billboard Hot 100 1979,9EVRJSRGHT05FTH5I9HI0CKUC,0.94,0.115,4,0.92,0.0262,major,0.0797
"Bad Case Of Loving You (Doctor, Doctor)",E,146.03,0.677,-12.328,0.00701,192440,1979,spotify:track:75zVpdjXwmy6SLr2hDnJYo,Billboard Hot 100 1979,M7U16LX1ICMBBKYBV89SJHOOM,0.748,0.093,4,0.746,3.99E-05,major,0.038
Somewhere In the Night,D,80.883,0.319,-9.566,0.31,207467,1979,spotify:track:3PAyW4dkGxnWJNWzKNVWf5,Billboard Hot 100 1979,UCNVOIZMKI0LE7339NLZGTWVY,0.407,0.346,4,0.347,0.0011,minor,0.0261
We've Got Tonight,B,130.189,0.52,-6.418,0.271,281213,1979,spotify:track:3mj46XKJ2aEm1z7ZvbwyLi,Billboard Hot 100 1979,6AONU7KZ3MLZMD2ODS5AO4ZT7,0.451,0.196,4,0.333,0.000285,major,0.0269
Dance The Night Away,G#,129.001,0.526,-4.508,0.0672,189667,1979,spotify:track:0Gql9hTkMSka2wbWxworri,Billboard Hot 100 1979,3BGNRXH6GLCM5VBT9SWBD1GIU,0.891,0.0472,4,0.689,0,major,0.0732
Dancin' Shoes,E flat,202.001,0.329,-13.55,0.0178,245067,1979,spotify:track:3DdqJR9hrVAaXQRwJkkJP6,Billboard Hot 100 1979,TU1JARJNYAKA0XZH64G725ESC,0.383,0.0446,3,0.521,2.41E-05,major,0.0341
The Boss,C,123.346,0.703,-4.959,0.179,234560,1979,spotify:track:7KMa16GMB7qrvaYHVOZWg8,Billboard Hot 100 1979,M01UNAR3KQR1MXO5YE0ADEPIC,0.92,0.214,4,0.856,0.000201,major,0.0358
Sail On,C#,143.46,0.463,-9.513,0.459,242813,1979,spotify:track:5lYhTZJUsQM3IxFFBiQM9g,Billboard Hot 100 1979,0VH4DYECDK62GC1GU3RN6G9ZE,0.55,0.0667,4,0.452,0.0004,major,0.0394
"I Do Love You - 7"" Version",G,183.598,0.426,-14.54,0.0378,265840,1979,spotify:track:6hX3XzMMygHXUzUPqbv9GT,Billboard Hot 100 1979,JWMRJZVHIC72AVMFDV21GJHBS,0.467,0.0424,4,0.339,0,major,0.157
Strange Way,D,130.724,0.406,-8.301,0.0268,571440,1979,spotify:track:1MMojvYXRUFhk6nSSWxnjT,Billboard Hot 100 1979,LBFC9OQA7D0QJ0U65ZU99RCWF,0.904,0.707,4,0.642,0.00393,minor,0.0609
Shadow Dancing,G,101.933,0.74,-9.658,0.15,276000,1978,spotify:track:3unwRUV5qbjMmH3NJtaODy,Billboard Hot 100 1978,VCTUGSYEXBJCX0148FFIBIIT8,0.598,0.0664,4,0.952,0,minor,0.0321
"Night Fever - From ""Saturday Night Fever"" Soundtrack",C#,109.133,0.726,-7.057,0.0178,212800,1978,spotify:track:0qemIQjSxcKyf42VPfZnfa,Billboard Hot 100 1978,WUALIOU41LJDCX48MR0XBSMNX,0.779,0.104,4,0.841,0.00178,minor,0.0251
You Light Up My Life,D,77.986,0.333,-10.06,0.831,216287,1978,spotify:track:3dFR132gzO8jxD57R2gid3,Billboard Hot 100 1978,RAIZK9T3T43E0ZLTPYS9O0FN3,0.367,0.262,3,0.0685,1.19E-05,major,0.0291
Stayin Alive,B flat,103.564,0.702,-9.256,0.0288,285373,1978,spotify:track:5ubvP9oKmxLUVq506fgLhk,Billboard Hot 100 1978,ACEHR75B3SK324MX5S766CLPJ,0.773,0.147,4,0.953,0.00871,minor,0.0343
Kiss You All Over,C,102.428,0.741,-17.204,0.253,214400,1978,spotify:track:3FGcQkWQlkeB82RdZwlw8V,Billboard Hot 100 1978,A9EID4T1V75RI9NBZERC1052K,0.267,0.0987,4,0.497,0.000447,major,0.0285
How Deep Is Your Love,F,104.938,0.633,-9.366,0.105,245200,1978,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,Billboard Hot 100 1978,RSYCDRCUZ0FXMQOSXLKZTWJ1Y,0.357,0.133,4,0.674,0,minor,0.0264
Baby Come Back,F,156.101,0.646,-10.238,0.0599,255845,1978,spotify:track:41sGGCCoHI2GLV9qadX80A,Billboard Hot 100 1978,C2PDKM6QBTB7I3ALWYMXKYLA5,0.602,0.0956,4,0.543,1.70E-05,minor,0.0758
(Love Is) Thicker Than Water,F#,96.361,0.582,-9.882,0.137,255960,1978,spotify:track:5WdF8jm3hBNi1t9qlqdjsE,Billboard Hot 100 1978,XM2G6LIHECCAD16B4JINGXPU9,0.462,0.0755,4,0.528,4.98E-05,minor,0.0254
Boogie Oogie Oogie - Remastered 2004,D,123.977,0.791,-10.372,0.133,338320,1978,spotify:track:07NrCEN3egNvw8td2LxqJO,Billboard Hot 100 1978,KBCQWD9IRAB5UD4YD2ZDFT62U,0.569,0.139,4,0.889,0.00035,minor,0.0553
Three Times A Lady,G#,150.503,0.39,-20.518,0.874,217427,1978,spotify:track:4ztwMHfPZhPoruZdBbgriM,Billboard Hot 100 1978,07WM7ZY5SZ4R8FNUFLVQ721WQ,0.0803,0.127,3,0.184,0.000639,major,0.0306
Grease - 2007 Remaster,B,109.374,0.82,-8.45,0.156,207307,1978,spotify:track:5Vrczz39CvlD3OGCa6utoA,Billboard Hot 100 1978,XOCQDC6LGHHRCCSMXXZ659T4K,0.464,0.101,4,0.872,0,major,0.0481
I Go Crazy,E,140.798,0.534,-8.66,0.259,233893,1978,spotify:track:08kvJTpcthAvvvW0BAcGHN,Billboard Hot 100 1978,VBL8YFTU3K2PDQES0S9SAMHVC,0.457,0.203,4,0.271,0.0004,minor,0.0266
You're The One That I Want - From â€œGreaseâ€,C,106.945,0.758,-11.403,0.281,169840,1978,spotify:track:0B9x2BRHqj3Qer7biM3pU3,Billboard Hot 100 1978,KL3WGQJFNN8M9S9KKHMIWFQ0S,0.612,0.0954,4,0.822,0.00288,major,0.0598
Emotion,C,184.244,0.52,-9.484,0.76,237293,1978,spotify:track:1TSehAcbBAcmZlSNMjmf6U,Billboard Hot 100 1978,LQZ3QAX0BQI5E54M12OI6MSUP,0.364,0.251,4,0.716,1.36E-05,major,0.0427
Lay Down Sally,E,191.539,0.69,-16.145,0.598,236093,1978,spotify:track:6io0LJIP9ntX35hTfaxwQG,Billboard Hot 100 1978,ETSYB82PH1QH795OQ8JJYUCHH,0.5,0.11,4,0.586,0.0288,minor,0.0909
Miss You - Remastered,A,109.689,0.795,-4.746,0.443,288667,1978,spotify:track:3hJLKtTpgct9Y9wKww0BiR,Billboard Hot 100 1978,2U00FQ9MYS89YFE88425UUXIX,0.71,0.344,4,0.845,0.0215,minor,0.0392
Just the Way You Are,G,139.148,0.589,-8.912,0.703,290573,1978,spotify:track:49MHCPzvMLXhRjDantBMVH,Billboard Hot 100 1978,9CIBWI5XWYNB9TP0OHIB05VCJ,0.453,0.134,4,0.513,2.54E-05,major,0.0397
With A Little Luck - Remastered 1993,F#,111.986,0.652,-15.445,0.0682,344773,1978,spotify:track:0wLpW3AwfNicWHef8joJLb,Billboard Hot 100 1978,63F1IU0NZTQ14ICT9YP40PNLI,0.372,0.0923,4,0.28,0.000199,minor,0.0321
If I Can't Have You,B,109.454,0.616,-10.773,0.102,180160,1978,spotify:track:0QjPiq9Wka9I1b4uzWETYI,Billboard Hot 100 1978,HWQH09WPHCCA45JVRW01ZLQDX,0.681,0.296,4,0.811,1.47E-06,major,0.0416
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",B flat,123.166,0.85,-9.404,0.00961,501467,1978,spotify:track:1SwyDb5qUcLjukFqSCRqxy,Billboard Hot 100 1978,13FFF8G9M6AQ95HGRBAGFKYSG,0.665,0.0885,4,0.718,0.483,minor,0.0887
Feels So Good,F,103.658,0.576,-9.603,0.455,582733,1978,spotify:track:2M7EflZCPCqqRLB9hy5MDy,Billboard Hot 100 1978,LVZO7BAB99PMV76NCER4C1T11,0.603,0.0406,4,0.524,0.0537,major,0.0329
Hot Child in the City - Extended Remix,E,110.775,0.731,-6.995,0.0349,215092,1978,spotify:track:4F1DV1FrB68LNpmlvQs01N,Billboard Hot 100 1978,IYZ1XOLVRHWXYMYZ72GKQ51D2,0.664,0.127,4,0.818,7.59E-05,major,0.0371
Love Is Like Oxygen,A,123.416,0.567,-9.896,0.242,227533,1978,spotify:track:58gcsPyG1xsD4uNtDiMC4c,Billboard Hot 100 1978,HHCS2D1IKG1PLHTOB69SMV93X,0.455,0.118,4,0.58,2.79E-06,minor,0.0479
It's a Heartache,C,118.852,0.535,-6.361,0.0381,215160,1978,spotify:track:6koOUYxN50vAktUajfZY51,Billboard Hot 100 1978,5TNDH6GY8WDEG4EXMOWYCU9G2,0.676,0.0837,4,0.549,0,major,0.0296
We Will Rock You - Remastered 2011,D,81.308,0.693,-7.316,0.679,122067,1978,spotify:track:54flyrjcdnQdco7300avMJ,Billboard Hot 100 1978,THCV2W6JTJS7MP3DWDAGGRAWX,0.497,0.258,4,0.473,0,major,0.119
Baker Street,G,113.762,0.497,-14,0.0929,365627,1978,spotify:track:5gOd6zDC8vhlYjqbQdJVWP,Billboard Hot 100 1978,BXYYM05P6XF5CTXOOGA6VFP7A,0.349,0.259,4,0.421,0.028,major,0.0297
Can't Smile Without You,G,97.884,0.419,-9.937,0.494,193440,1978,spotify:track:7qUTZEf6bgiApJEXpMAH5y,Billboard Hot 100 1978,JI1GCNOEB194NKTFAUMCJJ1UD,0.516,0.148,4,0.476,4.41E-06,major,0.0335
"Too Much, Too Little, Too Late (with Deniece Williams)",G#,77.805,0.501,-9.078,0.464,176480,1978,spotify:track:23jNwwtRqBSujsMT41gODf,Billboard Hot 100 1978,TWX7ORBZWCFLE6B47PS101VZ2,0.573,0.0937,4,0.753,6.37E-06,major,0.0673
Dance with Me,B flat,108.53,0.912,-14.798,0.117,319227,1978,spotify:track:3HOgUlwPDsh0kEFnbr5EL5,Billboard Hot 100 1978,6HSZTZPTH4XZ2ZE5YK261RDJO,0.42,0.0424,4,0.9,0.000717,major,0.0507
Two Out of Three Ain't Bad,A,79.873,0.586,-9.138,0.385,324440,1978,spotify:track:2ph0hzV1kCVhR82E2La4q5,Billboard Hot 100 1978,XS7MDSRL1H70L8XLDEQWTOAVM,0.48,0.0947,4,0.488,0,major,0.0243
Jack and Jill,E,106.247,0.693,-4.722,0.395,275667,1978,spotify:track:5KDT5BDSmomPMe2AXuGInR,Billboard Hot 100 1978,9UWQHOX2DSZMR0OA1K4DF0BZW,0.659,0.133,4,0.541,0.00485,major,0.0299
Take A Chance On Me,B,107.064,0.684,-8.123,0.163,243933,1978,spotify:track:5BckPAYcKEJuYs1eV1BHHe,Billboard Hot 100 1978,ERTLO59V0GNPX9OON5MKJESKV,0.675,0.242,4,0.924,0,major,0.0257
Sometimes When We Touch,D,119.333,0.591,-11.007,0.691,252693,1978,spotify:track:1nAexCn3dPoFSmE7h6P5S7,Billboard Hot 100 1978,HCKWA4EN1PRD76ALSBY04PY3V,0.345,0.0851,4,0.264,1.87E-06,major,0.0391
Last Dance - Single Version,E flat,126.351,0.341,-10.311,0.131,199800,1978,spotify:track:29RcVe2M9l8rHyWHffBmjf,Billboard Hot 100 1978,C3WMA3FUJIM5Z0V5844LOR9DO,0.721,0.216,4,0.237,0.00029,major,0.0801
Hopelessly Devoted To You - From â€œGreaseâ€,B,110.581,0.59,-13.101,0.292,185360,1978,spotify:track:5BUq9bdtsm3LWw5laJeJ4R,Billboard Hot 100 1978,42Y7ZK6GT8BLB39V6CXKMVP03,0.338,0.121,3,0.322,0.0131,minor,0.03
Hot Blooded,C,117.945,0.705,-4.83,0.229,268693,1978,spotify:track:6xMHglHoafdDFGXS6qfwSH,Billboard Hot 100 1978,LQD3PPVNRQF8B3Q3KNPKL60C1,0.806,0.0676,4,0.763,0,major,0.0814
You're in My Heart (The Final Acclaim),A,103.472,0.553,-10.797,0.643,270960,1978,spotify:track:2pkPeaj86ZEVHhgAEncfp0,Billboard Hot 100 1978,223T7DKCDVCJQ5WFP42LPB30Q,0.328,0.109,4,0.345,0,major,0.0341
The Closer I Get to You,A,121.377,0.49,-13.283,0.711,280800,1978,spotify:track:1UdoFJDUHWu4oWH5JlwmDP,Billboard Hot 100 1978,C0LWX9PCEKNFAGG1I2HXCDDZ0,0.321,0.0372,4,0.229,2.15E-06,major,0.0302
Dust in the Wind,G,93.503,0.475,-10.687,0.367,206267,1978,spotify:track:6zeE5tKyr8Nu882DQhhSQI,Billboard Hot 100 1978,TGLBC9C5J20ZN7DPPM1T96WSL,0.322,0.11,4,0.387,0.00056,major,0.0283
Magnet and Steel,C#,113.036,0.719,-9.581,0.349,204760,1978,spotify:track:1Fk6KB9H0oZ2rYKFRDrhQm,Billboard Hot 100 1978,KUJ1OKO31RF6P0XYFME6IB5YO,0.395,0.0716,3,0.718,5.07E-05,minor,0.0335
Short People,D,121.356,0.68,-5.849,0.731,176933,1978,spotify:track:53yBKCc5S7u8zzutqepkiT,Billboard Hot 100 1978,J8MYRAX497XDUJHKQPC7209OT,0.617,0.12,4,0.54,0.0674,major,0.0378
Use ta Be My Girl - Single Version,C#,111.477,0.65,-7.367,0.528,198173,1978,spotify:track:7AmJATXFg6Mj2grzZXkqq2,Billboard Hot 100 1978,QQDUCPY3BJOH7O8KCCIJRN677,0.614,0.167,4,0.872,0,major,0.0522
Our Love Is Here To Stay,C,68.897,0.399,-14.966,0.863,209960,1978,spotify:track:4sG2lkGzzYu7CAT0Z2V8Vu,Billboard Hot 100 1978,IJHHPKEN2I4Q54HA1ITE5OAAH,0.0971,0.0715,4,0.135,3.83E-06,major,0.0285
Love Will Find A Way,G,124.238,0.78,-13.934,0.00719,251427,1978,spotify:track:2LqzuRukwnpeWYLXBtiwmq,Billboard Hot 100 1978,SMS2J5B86X3VF6BQ5PWLHNNRI,0.491,0.0677,4,0.843,1.80E-05,major,0.0351
An Everlasting Love,A,125.357,0.665,-6.542,0.299,250360,1978,spotify:track:30IpEYZRHYmS8yZyMM5aYK,Billboard Hot 100 1978,YMF1U7VIAALG4SO9RNF5VK09P,0.686,0.145,4,0.919,0,major,0.0384
Love Is In The Air,C,122.337,0.557,-7.201,0.0254,210293,1978,spotify:track:3c4OULLWwgRqBfA2dJtRuY,Billboard Hot 100 1978,V56FD6FDXHD8NHTJXI8M03ATM,0.791,0.0603,4,0.89,0.000269,major,0.0389
Goodbye Girl,G#,120.174,0.467,-15.963,0.605,168867,1978,spotify:track:3c6vdiLeV9DUbTMWk5H3se,Billboard Hot 100 1978,I5HOILA2JQC7EXDZ2FBICGJOX,0.255,0.273,4,0.243,0.00031,minor,0.0372
Slip Slidin' Away,G#,121.165,0.641,-12.452,0.743,285053,1978,spotify:track:0zb2kpEQMnqJPiLACKMiFM,Billboard Hot 100 1978,SWV9XERRK945PW8858Y1KMASO,0.409,0.118,4,0.315,2.58E-06,major,0.0348
The Groove Line,B,119.634,0.745,-9.835,0.0801,264120,1978,spotify:track:3ptTr5IwiVaLcRDqfIypMs,Billboard Hot 100 1978,68HEMFJ5OJA6AX8GEHDA4LV1T,0.734,0.299,4,0.777,0.00471,minor,0.03
Thunder Island,C,127.79,0.497,-7.744,0.00113,240693,1978,spotify:track:3FkQN4NyCFlfn7fWzBkWCj,Billboard Hot 100 1978,3XBR1CSWK1052GP8PBGTBUTRS,0.718,0.544,4,0.792,0.0606,major,0.0275
Imaginary Lover,A,109.499,0.598,-14.085,0.383,307467,1978,spotify:track:3qxBN4nWvSDibXmEq5of9E,Billboard Hot 100 1978,12Q6KWBSLVVPBYCEXAXOZPVJT,0.374,0.128,4,0.413,0.548,minor,0.0259
Still The Same,C,115.64,0.709,-6.732,0.405,203547,1978,spotify:track:1Ryxsiacu8pUXIMCVnIQ8J,Billboard Hot 100 1978,ONLB3Z9XW81CAY5S8ULH44AT4,0.767,0.0592,4,0.557,0.000172,major,0.0283
My Angel Baby,A,104.201,0.582,-8.09,0.00528,212402,1978,spotify:track:1y7WvkMyhfW3TFEgPNxkdo,Billboard Hot 100 1978,HCCLTM5TVPF0R531MA5H2DE96,0.487,0.0613,3,0.6,0.000113,major,0.0289
Disco Inferno - Edit,B flat,129.637,0.761,-11.445,0.0439,215627,1978,spotify:track:3GXo1eWlT2flv4x01l5OTu,Billboard Hot 100 1978,ET9WPO1LYYRXE08A4MBORKQHF,0.614,0.0531,4,0.894,0.0596,major,0.0354
On Broadway,B flat,117.232,0.77,-17.098,0.205,316160,1978,spotify:track:2oFxITGDiTZ1JRwP8yinRt,Billboard Hot 100 1978,A77ZMS8SVYW0066NV5KT1DUJ1,0.319,0.0687,4,0.863,0.000151,minor,0.0579
Come Sail Away,C,119.513,0.324,-15.595,0.099,367000,1978,spotify:track:0PsbWiVtix5FoTZ1s00mEl,Billboard Hot 100 1978,VCWXDH87DHEV1U50T5LVFI490,0.335,0.0995,4,0.141,1.08E-06,major,0.0355
(Every Time I Turn Around) Back In Love Again,G#,109.337,0.824,-11.856,0.0842,280133,1978,spotify:track:1eeySrWP5X7hsbfyc3PPge,Billboard Hot 100 1978,GHG6ZC3ASUDX8V3Q38X8850FI,0.636,0.47,4,0.914,0.000381,major,0.109
This Time I'm In It For Love,G,104.448,0.687,-11.369,0.0898,265221,1978,spotify:track:0WEbxRkrGvgDQ5eBm6iH8n,Billboard Hot 100 1978,6XYQBY8ULTCJP5GOA7VTVWUJZ,0.409,0.0768,4,0.828,7.21E-06,major,0.0301
You Belong to Me,F,108.975,0.635,-7.848,0.26,232667,1978,spotify:track:3pErM4EiWKf3k8KU3jjbXn,Billboard Hot 100 1978,VOJ2M44NQH12NGD9YC1LOU7BX,0.661,0.0906,4,0.857,1.01E-05,minor,0.0471
Here You Come Again,C#,105.898,0.585,-9.37,0.647,179491,1978,spotify:track:6H7nDglS6xWpRidbhMwI2L,Billboard Hot 100 1978,D8HBH1Z5SAJM1TO4H1Q7B0G9V,0.511,0.0392,4,0.552,0.007,major,0.0391
Blue Bayou,B,95.21,0.732,-12.817,0.739,239400,1978,spotify:track:3zxklD2EGecZre9MjEEvIU,Billboard Hot 100 1978,0IBT9S6Z7R5WPXL6LTNRZNQ8U,0.161,0.105,4,0.5,0.000379,major,0.0306
Peg,C,116.97,0.797,-11.086,0.0521,240333,1978,spotify:track:2MaLglXXcouyoh03rUROQ2,Billboard Hot 100 1978,BYJWHC4SCTAIHV9DVP1KEZI8F,0.559,0.138,4,0.932,0.000232,major,0.032
You Needed Me,A,62.204,0.497,-10.756,0.431,220267,1978,spotify:track:5d4E1hgkLyb7sXr5J3InnM,Billboard Hot 100 1978,H34KGJDCE4GQ1SILJ5ETIJEM5,0.296,0.106,4,0.171,0,major,0.0302
Shame,B,133.805,0.714,-10.948,0.00588,392800,1978,spotify:track:6KlnQC66NiJTdO88aL62SF,Billboard Hot 100 1978,TN2J8WPKEC2KB1QWMB2ADINVL,0.665,0.0655,4,0.805,0.131,minor,0.0381
Reminiscing - Remastered,G,94.731,0.54,-11.259,0.652,253080,1978,spotify:track:34D6mvDTAPypm92EPs8Rxa,Billboard Hot 100 1978,8PFB697HGMVOF1LE3ROAK96B6,0.465,0.132,4,0.341,0.00544,major,0.0302
Count on Me,A,111.937,0.552,-14.908,0.259,194893,1978,spotify:track:3ssnFwx5lu6qxhLBR0vutB,Billboard Hot 100 1978,YO5PBIZQX5AF6D3EL4K7KJ1S6,0.325,0.453,4,0.736,1.27E-05,major,0.0284
Baby Hold On (2022 Remaster),D,120.316,0.642,-12.444,0.154,210827,1978,spotify:track:5ZYvcJ04ccUw2Matbnmu0U,Billboard Hot 100 1978,WDMQ6CSYA1CE38SPBYZ3SSUBB,0.641,0.0475,4,0.85,1.23E-06,major,0.049
Hey Deanie,F,130.184,0.624,-10.718,0.182,219307,1978,spotify:track:0inlixqQpYphAQY7K38NAZ,Billboard Hot 100 1978,GEBAYAKV8JTYFSBEUHJDK2ZGE,0.769,0.331,4,0.96,4.37E-06,major,0.028
Summer Nights - From â€œGreaseâ€,D,124.336,0.747,-9.415,0.62,216907,1978,spotify:track:2AVkArcfALVk2X8sfPRzya,Billboard Hot 100 1978,2TRJR29BD78FE7CO1WY1FW8OW,0.663,0.0861,4,0.606,5.24E-05,major,0.0545
What's Your Name,G,135.175,0.646,-9.352,0.602,213267,1978,spotify:track:0uZs7p6cbEUNwGMdfNj9Kk,Billboard Hot 100 1978,5P63OA7Q6VWLAVN2QRSXVJEDN,0.574,0.135,4,0.933,4.19E-05,major,0.0285
Don't It Make My Brown Eyes Blue,F#,84.928,0.736,-13.474,0.799,157653,1978,spotify:track:7Jpclr7tZ6aQXjoKzWXUJV,Billboard Hot 100 1978,SM3SIMNYC777IISP086DWC89Z,0.321,0.0619,4,0.342,0.00897,major,0.0444
Because the Night,B,123.539,0.466,-7.748,0.0542,204800,1978,spotify:track:0lIoY4ZQsdn5QzhraM9o9u,Billboard Hot 100 1978,QOYX1GWX6J3A0ZYWRWAL5NDMR,0.763,0.119,4,0.473,0,minor,0.0391
Every Kinda People,F#,94.404,0.573,-12.636,0.228,198147,1978,spotify:track:38E7U60ipLSTVDcPIuVzZw,Billboard Hot 100 1978,UZZH49F981STM28ENUB1EWE9S,0.545,0.0466,4,0.95,0.000169,major,0.0436
Copacabana (At the Copa),G,116.735,0.606,-6.412,0.333,236760,1978,spotify:track:5FMXrphygZ4z3gVDHGWxgl,Billboard Hot 100 1978,NBAZUBZ00RLG4WCW6TZW92QS7,0.899,0.0754,4,0.66,0.000102,minor,0.0758
Always and Forever,D,71.441,0.333,-17.574,0.286,377107,1978,spotify:track:3w0pyHgJJW9JN0cJxmi33Z,Billboard Hot 100 1978,6MWPZY1SQSHZEHZCW7SAHYE42,0.156,0.151,3,0.195,2.32E-05,major,0.0335
You And I,G#,119.378,0.782,-6.651,0.297,486027,1978,spotify:track:5Mhf6GA6G6ugP2x7mnAGyY,Billboard Hot 100 1978,CRPO2RM1CDFRFHV4S16OE2KW4,0.874,0.572,4,0.826,0.00327,minor,0.0759
Serpentine Fire,C,139.872,0.773,-7.333,0.184,230760,1978,spotify:track:0KDc8l4VNTu6OkMYK9D7HC,Billboard Hot 100 1978,O4EYWHCXFVA8T2BGFK0FUBY0I,0.917,0.116,4,0.946,0.00463,major,0.037
Sentimental Lady,E,71.041,0.445,-16.218,0.107,178693,1978,spotify:track:478thMMvYGris8eJPcDRoq,Billboard Hot 100 1978,39K50I9M4ZR999T7J9HO8SRP5,0.471,0.268,4,0.562,0,major,0.0328
Falling - 2013 Japan Remaster,C,93.898,0.385,-9.332,0.74,192227,1978,spotify:track:2niFXRDFTmgLjPYNkcA2no,Billboard Hot 100 1978,XHQKOXA5Q4APKBL9WWUXX8S01,0.395,0.197,4,0.298,4.66E-05,major,0.0247
Don't Let Me Be Misunderstood,A,117.809,0.668,-8.998,0.0326,628547,1978,spotify:track:6rhVKeUhQTGLIRmQOfc9Wo,Billboard Hot 100 1978,839DWJ29FJTETC2P5TYNAJT8Q,0.815,0.0498,4,0.785,0.00102,minor,0.0833
Bluer Than Blue,G#,137.875,0.356,-14.24,0.599,179667,1978,spotify:track:1cAHI9tJN6oHMdG4ghlQKY,Billboard Hot 100 1978,HIJD7V1LIOMD7CA2T7XACO37W,0.251,0.157,4,0.395,0,major,0.0307
Running on Empty,A,136.58,0.541,-13.492,0.0635,291893,1978,spotify:track:6aqm56xP40foYBBtAWWrnY,Billboard Hot 100 1978,S89OQ66AK1A3RCMG08JIUNTJV,0.711,0.719,4,0.588,0.0201,major,0.0383
"Whenever I Call You ""Friend"" (feat. Stevie Nicks)",C,129.716,0.461,-13.095,0.114,237827,1978,spotify:track:5NCY3uTCovd93aqwbodUhm,Billboard Hot 100 1978,K3V9LORIYPEUS6Y8KYVRI9QNT,0.551,0.11,4,0.689,0,major,0.0345
Fool (If You Think It's Over),E,105.927,0.722,-14.3,0.312,284533,1978,spotify:track:0UHiH4dy1hXULYl8CgNxRV,Billboard Hot 100 1978,4RGZWNW41H9PM194DAEHLBQ7Y,0.412,0.0448,4,0.91,2.50E-05,minor,0.0267
Take The Kids Off Broadway,F,128.874,0.326,-5.196,0.312,196427,1978,spotify:track:5qr0LErBeuR9arZ0xksmEp,Billboard Hot 100 1978,LEE7NY59ZMLQCW152V5BNH19I,0.838,0.165,4,0.686,0.000352,major,0.0398
Sweet Talkin' Woman,C,121.836,0.609,-9.208,0.513,229867,1978,spotify:track:0xAhbD6lCf5re1RXl5yiTm,Billboard Hot 100 1978,12WK9ST9IYC2C2L28H9H2ZIGI,0.611,0.093,4,0.916,0,major,0.0298
Life's Been Good,D,99.31,0.505,-12.897,0.25,536227,1978,spotify:track:2wvMC5EyaaYQwBfiwwY2xE,Billboard Hot 100 1978,KIJ4O8UK2JT6D3Y53O6679GLD,0.476,0.113,4,0.542,0.00915,major,0.0711
I Love The Nightlife (Disco 'Round),C,125.315,0.693,-7.816,0.309,187973,1978,spotify:track:6c0G8K6G2LlIfJTsRLJjfs,Billboard Hot 100 1978,VKUSXUNOXB7ZKUK5NUEIV0785,0.708,0.0857,4,0.949,0.00305,major,0.031
You Can't Turn Me Off (In The Middle Of Turning Me On) - Single Version,C,183.438,0.381,-10.321,0.695,212027,1978,spotify:track:7CfCUjAZFndcpAWLogl9J3,Billboard Hot 100 1978,UDNV7E8HVAAQLTODQ8TBZZ4L2,0.362,0.0863,4,0.595,0,minor,0.0501
It's so Easy,E,119.717,0.623,-4.686,0.0229,145173,1978,spotify:track:6AZyiAl6mr3Jcp6AlmiQwF,Billboard Hot 100 1978,7EXR2J1ZLDDR38PKU94UFFLU2,0.764,0.841,4,0.894,0,major,0.0418
Native New Yorker,C#,109.787,0.539,-6.662,0.0385,259733,1978,spotify:track:0PVgef4kvggErf7OS2oktc,Billboard Hot 100 1978,3BIAJYSYNB9NPN6HD40ETKSVY,0.921,0.655,4,0.69,0.000102,major,0.138
Flash Light,G,105.177,0.702,-10.458,0.243,346667,1978,spotify:track:1v1PV2wERHiMPesMWX0qmO,Billboard Hot 100 1978,TRGCB5Q6M209ZTEL3LE6IKWZ8,0.735,0.474,4,0.687,0.117,minor,0.0465
Don't Look Back,D,121.878,0.359,-10.309,0.015,360333,1978,spotify:track:4QySZtWymRGNgrwxZOODKF,Billboard Hot 100 1978,6C1C6Z9S1PEZU69GOZSGHJ0E8,0.717,0.36,4,0.47,0.00365,major,0.0405
